Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Brand (product.metafields.custom.brand),Color (product.metafields.custom.color),InBox (product.metafields.custom.inbox),Model (product.metafields.custom.model),Region (product.metafields.custom.region),Sim (product.metafields.custom.sim),Storage (product.metafields.custom.storage),Warranty (product.metafields.custom.warranty),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
xiaomi-redmi-14c-6gb-ram-128gb-black-non-eu,Xiaomi Redmi 14C - 6GB RAM / 128GB - Black (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMR-14C-128BLK,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Xiaomi,Black,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Redmi 14C,Non-Eu,,128GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-redmi-14c-4gb-ram-128gb-purple-non-eu,Xiaomi Redmi 14C - 4GB RAM / 128GB - Purple (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMR-14C4-128PPL,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Xiaomi,Red,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Redmi 14C,Non-Eu,,128GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-redmi-14c-4gb-ram-128gb-green-non-eu,Xiaomi Redmi 14C - 4GB RAM / 128GB - Green (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMR-14C4-128GRN,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Xiaomi,Red,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Redmi 14C,Non-Eu,,128GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-redmi-14c-4gb-ram-128gb-blue-non-eu,Xiaomi Redmi 14C - 4GB RAM / 128GB - Blue (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMR-14C4-128BL,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Xiaomi,Red,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Redmi 14C,Non-Eu,,128GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-redmi-14c-4gb-ram-128gb-black-non-eu,Xiaomi Redmi 14C - 4GB RAM / 128GB - Black (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMR-14C4-128BLK,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Xiaomi,Black,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Redmi 14C,Non-Eu,,128GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-redmi-14c-4gb-128gb-zwart,Xiaomi Redmi 14C - 4GB - 128GB - Black,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,'6941812798218,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Xiaomi,Black,"In Box: Mobile Phone
USB Type-C Cable
Documentation",Redmi 14C,Eu,,128GB,Warranty: Factory Warranty,,,,,,kg,,,active
xiaomi-redmi-14c-4g-6gb-128gb-zwart,Xiaomi Redmi 14C 4G - 6GB / 128GB - Black,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,'6941812798256,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Xiaomi,Black,"In Box: Mobile Phone
USB Type-C Cable
Documentation",Redmi 14C,Eu,,128GB,Warranty: Factory Warranty,,,,,,kg,,,active
xiaomi-redmi-14c-4g-6gb-128gb-blauw,Xiaomi Redmi 14C 4G - 6GB / 128GB - Blue,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,'6941812749029,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Xiaomi,Red,"In Box: Mobile Phone
USB Type-C Cable
Documentation",Redmi 14C,Eu,,128GB,Warranty: Factory Warranty,,,,,,kg,,,active
xiaomi-redmi-14c-256gb-lte-purple-global-w-charger,Xiaomi Redmi 14C - 256GB LTE - Purple (Global) W charger,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMR-14C-256PPL-WC,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Xiaomi,Red,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Redmi 14C,Non-Eu,,256GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-redmi-14c-256gb-lte-green-global-w-charger,Xiaomi Redmi 14C - 256GB LTE - Green (Global) W charger,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMR-14C-256GRN-WC,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Xiaomi,Red,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Redmi 14C,Non-Eu,,256GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-redmi-14c-256gb-lte-blue-global-w-charger,Xiaomi Redmi 14C - 256GB LTE - Blue (Global) W charger,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMR-14C-256BL-WC,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Xiaomi,Red,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Redmi 14C,Non-Eu,,256GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-redmi-14c-256gb-lte-black-global-w-charger,Xiaomi Redmi 14C - 256GB LTE - Black (Global) W charger,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMR-14C-256BLK-WC,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Xiaomi,Black,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Redmi 14C,Non-Eu,,256GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-redmi-14c-128gb-lte-purple-global-w-charger,Xiaomi Redmi 14C - 128GB LTE - Purple (Global) W charger,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMR-14C-128PPL-WC,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Xiaomi,Red,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Redmi 14C,Non-Eu,,128GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-redmi-14c-128gb-lte-green-nfc-slim-box-no-charger,Xiaomi Redmi 14C 128GB LTE Green (NFC slim box) No charger,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMR-14C-128GRN-NC,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Xiaomi,Red,"In Box: Mobile Phone
USB Type-C Cable
Documentation",Redmi 14C,Eu,,128GB,Warranty: Factory Warranty,,,,,,kg,,,active
xiaomi-redmi-14c-128gb-lte-blue-nfc-slim-box-no-charger,Xiaomi Redmi 14C 128GB LTE Blue (NFC slim box) No charger,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMR-14C-128BL-NC,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Xiaomi,Red,"In Box: Mobile Phone
USB Type-C Cable
Documentation",Redmi 14C,Eu,,128GB,Warranty: Factory Warranty,,,,,,kg,,,active
xiaomi-redmi-14c-128gb-lte-black-global-w-charger,Xiaomi Redmi 14C - 128GB LTE - Black (Global) W charger,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMR-14C-128BLK-WC,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Xiaomi,Black,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Redmi 14C,Non-Eu,,128GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-redmi-13x-8gb-ram-256gb-gold-non-eu,Xiaomi Redmi 13X - 8GB RAM / 256GB - Gold (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMR-13X-256GLD,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Xiaomi,Gold,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Redmi 13X,Non-Eu,,256GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-redmi-13x-8gb-ram-256gb-blue-non-eu,Xiaomi Redmi 13X - 8GB RAM / 256GB - Blue (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMR-13X-256BL,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Xiaomi,Red,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Redmi 13X,Non-Eu,,256GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-redmi-13x-8gb-ram-256gb-black-non-eu,Xiaomi Redmi 13X - 8GB RAM / 256GB - Black (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMR-13X-256BLK,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Xiaomi,Black,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Redmi 13X,Non-Eu,,256GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-redmi-13-8gb-ram-256gb-blue-non-eu,Xiaomi Redmi 13 8GB RAM 256GB BLUE- (NON-EU),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,SMRN-13-8-256-Blue-Non-EU,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Xiaomi,Red,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Redmi 13,Non-Eu,,256GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-redmi-13-8gb-ram-256gb-black-non-eu,Xiaomi Redmi 13 8GB RAM 256GB Black- (NON-EU),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,SMRN-13-8-256-Blk- Non-EU,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Xiaomi,Black,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Redmi 13,Non-Eu,,256GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-poco-x7-pro-12gb-ram-512gb-yellow-non-eu,Xiaomi Poco X7 Pro - 12GB RAM / 512GB - Yellow (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMP-X7P-256YLW,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Xiaomi,Yellow,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Poco X7 Pro,Non-Eu,,512GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-poco-x7-pro-12gb-ram-512gb-green-non-eu,Xiaomi Poco X7 Pro - 12GB RAM / 512GB - Green (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMP-X7P-256GRN,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Xiaomi,Green,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Poco X7 Pro,Non-Eu,,512GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-poco-x7-pro-12gb-ram-512gb-black-non-eu,Xiaomi Poco X7 Pro - 12GB RAM / 512GB - Black (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMP-X7P-256BLK,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Xiaomi,Black,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Poco X7 Pro,Non-Eu,,512GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-poco-x7-12gb-ram-512gb-silver-non-eu,Xiaomi Poco X7 - 12GB RAM / 512GB - Silver (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMP-X7-512SIL,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Xiaomi,Silver,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Poco X7,Non-Eu,,512GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-poco-f7-ultra-16gb-ram-512gb-yellow-non-eu,Xiaomi Poco F7 Ultra - 16GB RAM / 512GB - Yellow (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMP-F7U-512YLW,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Xiaomi,Yellow,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Poco F7 Ultra,Non-Eu,,512GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-poco-f7-ultra-16gb-ram-512gb-black-non-eu,Xiaomi Poco F7 Ultra - 16GB RAM / 512GB - Black (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMP-F7U-512BLK,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Xiaomi,Black,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Poco F7 Ultra,Non-Eu,,512GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-poco-f7-pro-12gb-ram-512gb-silver-non-eu,Xiaomi Poco F7 Pro - 12GB RAM / 512GB - Silver (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMP-F7P-512SIL,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Xiaomi,Silver,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Poco F7 Pro,Non-Eu,,512GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-poco-f7-pro-12gb-ram-512gb-blue-non-eu,Xiaomi Poco F7 Pro - 12GB RAM / 512GB - Blue (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMP-F7P-512BL,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Xiaomi,Blue,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Poco F7 Pro,Non-Eu,,512GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-poco-f7-pro-12gb-ram-512gb-black-non-eu,Xiaomi Poco F7 Pro - 12GB RAM / 512GB - Black (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMP-F7P-512BLK,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Xiaomi,Black,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Poco F7 Pro,Non-Eu,,512GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-poco-f7-12gb-ram-512gb-black-non-eu,Xiaomi Poco F7 - 12GB RAM / 512GB - Black (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMP-F7-512BLK,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Xiaomi,Black,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Poco F7,Non-Eu,,512GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-poco-f7-12gb-ram-256gb-black-non-eu,Xiaomi Poco F7 - 12GB RAM / 256GB - Black (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMP-F7-256BLK,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Xiaomi,Black,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Poco F7,Non-Eu,,256GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-poco-c71-4gb-ram-128gb-gold-non-eu,Xiaomi Poco C71 - 4GB RAM / 128GB - Gold (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMP-C71-128GLD,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Gold.jpg?v=1765890585,1,"",false,,,Xiaomi,Gold,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Poco C71,Non-Eu,Sim: Physical Sim only,128GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-poco-c71-4gb-ram-128gb-blue-non-eu,Xiaomi Poco C71 - 4GB RAM / 128GB - Blue (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMP-C71-128BL,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Blue.jpg?v=1765890585,1,"",false,,,Xiaomi,Blue,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Poco C71,Non-Eu,Sim: Physical Sim only,128GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-poco-c71-4gb-ram-128gb-black-non-eu,Xiaomi Poco C71 - 4GB RAM / 128GB - Black (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMP-C71-128BLK,0.0,shopify,160,deny,manual,65.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Black.jpg?v=1765890585,1,"",false,,,Xiaomi,Black,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Poco C71,Non-Eu,Sim: Physical Sim only,128GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-poco-c71-3gb-ram-64gb-black-non-eu,Xiaomi Poco C71 - 3GB RAM / 64GB - Black (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMP-C71-64BLK,0.0,shopify,0,deny,manual,56.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Black.jpg?v=1765890585,1,"",false,,,Xiaomi,Black,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Poco C71,Non-Eu,Sim: Physical Sim only,64GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-t575-galaxy-tab-active-3-ee,Samsung T575 Galaxy Tab Active 3 EE,"",TechByte,Electronics > Computers > Tablet Computers,"","Samsung, Tablet",true,Title,Default Title,,,,,,,,'8806090724138,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,White,"In Box: Smartphone
Data Cable
Documentation",Galaxy Tab Active 3,Eu,,,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-z-fold-5-cromo-black,Samsung Galaxy Z FOLD 5  Cromo  - Black,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,CROMO1057BK,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Black,"In Box: Smartphone
Data Cable
Documentation",Galaxy Z Fold 5,Eu,,,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-z-fold5-512gb-phantom-black,Samsung Galaxy Z Fold5 - 512GB - Phantom Black,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806095019079,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Black,"In Box: Smartphone
Data Cable
Documentation",Galaxy Z Fold 5,Eu,,512GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-z-fold5-512gb-icy-blue,Samsung Galaxy Z Fold5 - 512GB - Icy Blue,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806095019147,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Blue,"In Box: Smartphone
Data Cable
Documentation",Galaxy Z Fold 5,Eu,,512GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-z-fold5-256gb-phantom-black,Samsung Galaxy Z Fold5 - 256GB - Phantom Black,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806095019086,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Black,"In Box: Smartphone
Data Cable
Documentation",Galaxy Z Fold 5,Eu,,256GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-xcover-7-5g-128gb-enterprise-edition-zwart,Samsung Galaxy Xcover 7 5G 128GB Enterprise Edition Black,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"",Samsung,true,Title,Default Title,,,,,,,,'8806095382531,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Black,"In Box: Smartphone
Data Cable
Documentation",Galaxy Xcover 7,Eu,,128GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-tab-s6-lite-wi-fi-64gb-10-4,"Samsung Galaxy Tab S6 Lite Wi-Fi 64GB 10,4""","",TechByte,Electronics > Computers > Tablet Computers,"","Samsung, Tablet",true,Title,Default Title,,,,,,,,'8806094461749,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,White,"In Box: Smartphone
Data Cable
Documentation",Galaxy Tab S6 Lite,Eu,Sim: -,64GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-tab-s6-lite-wi-fi-128gb-2022,Samsung Galaxy Tab S6 Lite Wi-Fi 128GB (2022),"",TechByte,Electronics > Computers > Tablet Computers,"","Samsung, Tablet",true,Title,Default Title,,,,,,,,'8806094461688,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,White,"In Box: Smartphone
Data Cable
Documentation",Galaxy Tab S6 Lite,Eu,Sim: -,128GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-tab-a9-plus-64gb-wifi-silver-non-eu,Samsung Galaxy Tab A9 Plus - 64GB WiFi - Silver (Non-eu),"",TechByte,Electronics > Computers > Tablet Computers,"","Samsung, Tablet",true,Title,Default Title,,,,,,,,SM-X210-64SIL,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Silver,"In Box: Tablet
Data Cable
Documentation",Galaxy Tab A9 Plus,Non-Eu,Sim: -,64GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-tab-a9-plus-64gb-wifi-lte-silver-non-eu,Samsung Galaxy Tab A9 Plus - 64GB WiFi / LTE - Silver (Non-eu),"",TechByte,Electronics > Computers > Tablet Computers,"","Samsung, Tablet",true,Title,Default Title,,,,,,,,SM-X216-64SIL,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Silver,"In Box: Tablet
Data Cable
Documentation",Galaxy Tab A9 Plus,Non-Eu,Sim: -,64GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-tab-a9-plus-64gb-wifi-lte-navy-non-eu,Samsung Galaxy Tab A9 Plus - 64GB WiFi / LTE - Navy (Non-eu),"",TechByte,Electronics > Computers > Tablet Computers,"","Samsung, Tablet",true,Title,Default Title,,,,,,,,SM-X216-64NVY,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Navy,"In Box: Tablet
Data Cable
Documentation",Galaxy Tab A9 Plus,Non-Eu,Sim: -,64GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-tab-a9-plus-64gb-wifi-lte-gray-non-eu,Samsung Galaxy Tab A9 Plus - 64GB WiFi / LTE - Gray (Non-eu),"",TechByte,Electronics > Computers > Tablet Computers,"","Samsung, Tablet",true,Title,Default Title,,,,,,,,SM-X216-64GRY,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Grey,"In Box: Tablet
Data Cable
Documentation",Galaxy Tab A9 Plus,Non-Eu,Sim: -,64GB,Warranty: No Warranty,,,,,,kg,,,active
